x-axis,1,2,3
second,Volt,Volt,Volt
-3.852000E-06,+111.999988556E-03,-1.606750000268E+00,-218.750000000E-03
-3.850000E-06,+80.749988556E-03,-1.606750000268E+00,-281.250000000E-03
-3.848000E-06,+80.749988556E-03,-1.606750000268E+00,-218.750000000E-03
-3.846000E-06,+80.749988556E-03,-1.606750000268E+00,-218.750000000E-03
-3.844000E-06,+80.749988556E-03,-1.606750000268E+00,-218.750000000E-03
-3.842000E-06,+49.499988556E-03,-1.606750000268E+00,-281.250000000E-03
-3.840000E-06,+80.749988556E-03,-1.606750000268E+00,-250.000000000E-03
-3.838000E-06,+80.749988556E-03,-1.606750000268E+00,-250.000000000E-03
-3.836000E-06,+49.499988556E-03,-1.606750000268E+00,-218.750000000E-03
-3.834000E-06,+18.249988556E-03,-1.575500000268E+00,-281.250000000E-03
-3.832000E-06,+49.499988556E-03,-1.575500000268E+00,-250.000000000E-03
-3.830000E-06,+49.499988556E-03,-1.606750000268E+00,-250.000000000E-03
-3.828000E-06,+49.499988556E-03,-1.606750000268E+00,-250.000000000E-03
-3.826000E-06,+18.249988556E-03,-1.575500000268E+00,-281.250000000E-03
-3.824000E-06,+49.499988556E-03,-1.575500000268E+00,-312.500000000E-03
-3.822000E-06,+18.249988556E-03,-1.575500000268E+00,-312.500000000E-03
-3.820000E-06,+49.499988556E-03,-1.575500000268E+00,-312.500000000E-03
-3.818000E-06,+18.249988556E-03,-1.606750000268E+00,-312.500000000E-03
-3.816000E-06,+18.249988556E-03,-1.575500000268E+00,-281.250000000E-03
-3.814000E-06,+18.249988556E-03,-1.544250000268E+00,-343.750000000E-03
-3.812000E-06,+18.249988556E-03,-1.575500000268E+00,-312.500000000E-03
-3.810000E-06,+49.499988556E-03,-1.513000000268E+00,-343.750000000E-03
-3.808000E-06,+174.499988556E-03,-1.513000000268E+00,-343.750000000E-03
-3.806000E-06,+424.499988557E-03,-1.544250000268E+00,-343.750000000E-03
-3.804000E-06,+799.499988557E-03,-1.513000000268E+00,-343.750000000E-03
-3.802000E-06,+1.205749988557E+00,-1.513000000268E+00,-343.750000000E-03
-3.800000E-06,+1.643249988557E+00,-1.450500000268E+00,-343.750000000E-03
-3.798000E-06,+1.986999988557E+00,-1.513000000268E+00,-343.750000000E-03
-3.796000E-06,+2.330749988556E+00,-1.544250000268E+00,-343.750000000E-03
