time	V(logic)	V(signal_in)	V(signal_out)	V(vc)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
1.000000000000000e-012	1.000000e+000	2.261947e-005	4.297644e-015	3.799955e-015
1.690765486416152e-010	1.000000e+000	3.824432e-003	-2.625940e-007	-2.327934e-007
3.371530972832303e-010	1.000000e+000	7.626223e-003	6.935715e-009	5.668677e-009
5.052296459248454e-010	1.000000e+000	1.142799e-002	8.085893e-007	7.153861e-007
6.733061945664606e-010	1.000000e+000	1.522974e-002	2.142367e-006	1.896359e-006
8.413827432080758e-010	1.000000e+000	1.903147e-002	4.008268e-006	3.548587e-006
1.009459291849691e-009	1.000000e+000	2.283317e-002	6.406293e-006	5.672071e-006
1.177535840491306e-009	1.000000e+000	2.663486e-002	9.336442e-006	8.266810e-006
1.470117606822605e-009	1.000000e+000	3.325254e-002	1.811770e-005	1.604758e-005
1.836269560650812e-009	1.000000e+000	4.153401e-002	3.518301e-005	3.117646e-005
2.294813169448986e-009	1.000000e+000	5.190466e-002	6.836782e-005	6.061485e-005
2.869953064253457e-009	1.000000e+000	6.491136e-002	1.329582e-004	1.179596e-004
3.590142834538679e-009	1.000000e+000	8.119643e-002	2.584259e-004	2.294647e-004
4.497049322795418e-009	1.000000e+000	1.016999e-001	5.033631e-004	4.474175e-004
5.639447000315943e-009	1.000000e+000	1.275198e-001	9.814297e-004	8.734821e-004
7.086149548191098e-009	1.000000e+000	1.602025e-001	1.918835e-003	1.710552e-003
8.924346757841495e-009	1.000000e+000	2.016990e-001	3.761592e-003	3.360092e-003
1.127814701997962e-008	1.000000e+000	2.547719e-001	7.408421e-003	6.634550e-003
1.431876448146907e-008	1.000000e+000	3.231971e-001	1.468008e-002	1.318897e-002
1.830664716288338e-008	1.000000e+000	4.126447e-001	2.937954e-002	2.650397e-002
2.365845964133595e-008	1.000000e+000	5.319958e-001	5.974465e-002	5.418648e-002
3.115400666851296e-008	1.000000e+000	6.973304e-001	1.252422e-001	1.144287e-001
4.269216236256368e-008	1.000000e+000	9.467593e-001	2.733172e-001	2.521198e-001
5.730309915911087e-008	1.000000e+000	1.252232e+000	5.235730e-001	4.877324e-001
7.253380827462882e-008	1.000000e+000	1.553331e+000	8.355375e-001	7.858284e-001
9.225742190522090e-008	1.000000e+000	1.911168e+000	1.267132e+000	1.204933e+000
1.133313514683146e-007	1.000000e+000	2.241513e+000	1.709191e+000	1.641593e+000
1.440897629922625e-007	1.000000e+000	2.627268e+000	2.278597e+000	2.213565e+000
1.681859258948497e-007	1.000000e+000	2.860902e+000	2.659523e+000	2.601658e+000
1.709924450763692e-007	1.000000e+000	2.881237e+000	2.696680e+000	2.640027e+000
1.766054834394082e-007	1.000000e+000	2.911950e+000	2.759633e+000	2.705826e+000
1.878315601654861e-007	1.000000e+000	2.964228e+000	2.874456e+000	2.826666e+000
1.878325601654861e-007	1.000000e+000	2.964232e+000	2.874466e+000	2.826676e+000
