time	V(logic)	V(signal_in)	V(signal_out)	V(vc)
2.109566933333360e-007	0.000000e+000	2.999318e+000	2.551572e+000	1.319993e-002
2.126656777083359e-007	0.000000e+000	2.998275e+000	2.294583e+000	1.319999e-002
2.143746620833359e-007	0.000000e+000	2.996764e+000	2.062187e+000	1.320004e-002
2.160836464583359e-007	0.000000e+000	2.994755e+000	1.853476e+000	1.320009e-002
2.177926308333359e-007	0.000000e+000	2.992249e+000	1.666035e+000	1.320015e-002
2.195016152083359e-007	0.000000e+000	2.989246e+000	1.497697e+000	1.320020e-002
2.212105995833359e-007	0.000000e+000	2.985747e+000	1.346514e+000	1.320026e-002
2.229195839583359e-007	0.000000e+000	2.981752e+000	1.210740e+000	1.320032e-002
2.246285683333359e-007	0.000000e+000	2.977262e+000	1.088802e+000	1.320037e-002
2.263375527083358e-007	0.000000e+000	2.972278e+000	9.792921e-001	1.320043e-002
2.280465370833358e-007	0.000000e+000	2.966800e+000	8.809424e-001	1.320049e-002
2.297555214583358e-007	0.000000e+000	2.960829e+000	7.926159e-001	1.320055e-002
2.314645058333358e-007	0.000000e+000	2.954367e+000	7.132910e-001	1.320061e-002
2.331734902083358e-007	0.000000e+000	2.947415e+000	6.420504e-001	1.320066e-002
2.348824745833358e-007	0.000000e+000	2.939973e+000	5.780702e-001	1.320072e-002
2.365914589583358e-007	0.000000e+000	2.932043e+000	5.206103e-001	1.320078e-002
2.383004433333358e-007	0.000000e+000	2.923626e+000	4.690063e-001	1.320084e-002
2.400094277083358e-007	0.000000e+000	2.914724e+000	4.226614e-001	1.320090e-002
2.417184120833358e-007	0.000000e+000	2.905338e+000	3.810395e-001	1.320096e-002
2.434273964583358e-007	0.000000e+000	2.895469e+000	3.436594e-001	1.320102e-002
2.451363808333358e-007	0.000000e+000	2.885120e+000	3.100886e-001	1.320108e-002
2.468453652083358e-007	0.000000e+000	2.874291e+000	2.799390e-001	1.320114e-002
2.485543495833359e-007	0.000000e+000	2.862986e+000	2.528619e-001	1.320119e-002
2.502633339583359e-007	0.000000e+000	2.851205e+000	2.285441e-001	1.320125e-002
2.519723183333359e-007	0.000000e+000	2.838951e+000	2.067045e-001	1.320131e-002
2.536813027083359e-007	0.000000e+000	2.826225e+000	1.870903e-001	1.320137e-002
2.553902870833359e-007	0.000000e+000	2.813030e+000	1.694749e-001	1.320143e-002
2.570992714583359e-007	0.000000e+000	2.799368e+000	1.536545e-001	1.320149e-002
2.588082558333359e-007	0.000000e+000	2.785241e+000	1.394461e-001	1.320155e-002
2.605172402083360e-007	0.000000e+000	2.770652e+000	1.266855e-001	1.320161e-002
2.622262245833360e-007	0.000000e+000	2.755603e+000	1.152250e-001	1.320167e-002
2.639352089583360e-007	0.000000e+000	2.740096e+000	1.049322e-001	1.320172e-002
2.656441933333360e-007	0.000000e+000	2.724135e+000	9.568805e-002	1.320178e-002
2.673531777083360e-007	0.000000e+000	2.707721e+000	8.738565e-002	1.320184e-002
2.690621620833360e-007	0.000000e+000	2.690857e+000	7.992903e-002	1.320190e-002
2.707711464583361e-007	0.000000e+000	2.673547e+000	7.323196e-002	1.320195e-002
2.724801308333361e-007	0.000000e+000	2.655793e+000	6.721701e-002	1.320201e-002
2.741891152083361e-007	0.000000e+000	2.637598e+000	6.181467e-002	1.320207e-002
2.758980995833361e-007	0.000000e+000	2.618964e+000	5.696247e-002	1.320213e-002
2.776070839583361e-007	0.000000e+000	2.599897e+000	5.260434e-002	1.320218e-002
2.793160683333361e-007	0.000000e+000	2.580397e+000	4.868992e-002	1.320224e-002
2.810250527083361e-007	0.000000e+000	2.560469e+000	4.517396e-002	1.320230e-002
2.827340370833362e-007	0.000000e+000	2.540116e+000	4.201584e-002	1.320235e-002
2.844430214583362e-007	0.000000e+000	2.519341e+000	3.917909e-002	1.320241e-002
2.861520058333362e-007	0.000000e+000	2.498148e+000	3.663093e-002	1.320246e-002
2.878609902083362e-007	0.000000e+000	2.476540e+000	3.434194e-002	1.320252e-002
2.895699745833362e-007	0.000000e+000	2.454521e+000	3.228569e-002	1.320257e-002
2.912789589583362e-007	0.000000e+000	2.432095e+000	3.043845e-002	1.320263e-002
2.929879433333363e-007	0.000000e+000	2.409264e+000	2.877891e-002	1.320268e-002
2.964059120833363e-007	0.000000e+000	2.362407e+000	2.594828e-002	1.320279e-002
2.998238808333363e-007	0.000000e+000	2.313981e+000	2.366292e-002	1.320289e-002
3.032418495833363e-007	0.000000e+000	2.264018e+000	2.181724e-002	1.320300e-002
3.066598183333364e-007	0.000000e+000	2.212552e+000	2.032610e-002	1.320310e-002
3.100777870833364e-007	0.000000e+000	2.159616e+000	1.912082e-002	1.320320e-002
3.152047402083364e-007	0.000000e+000	2.077535e+000	1.773069e-002	1.320335e-002
3.203316933333365e-007	0.000000e+000	1.992350e+000	1.671769e-002	1.320350e-002
3.239938027083365e-007	0.000000e+000	1.929547e+000	1.620726e-002	1.320360e-002
3.276559120833366e-007	0.000000e+000	1.865398e+000	1.576211e-002	1.320370e-002
3.313180214583366e-007	0.000000e+000	1.799904e+000	1.538225e-002	1.320380e-002
3.349801308333366e-007	0.000000e+000	1.733063e+000	1.506766e-002	1.320389e-002
3.386422402083366e-007	0.000000e+000	1.664877e+000	1.481835e-002	1.320399e-002
3.423043495833367e-007	0.000000e+000	1.595346e+000	1.463433e-002	1.320408e-002
3.459664589583367e-007	0.000000e+000	1.524468e+000	1.451558e-002	1.320416e-002
3.535348183333368e-007	0.000000e+000	1.373332e+000	1.431965e-002	1.320434e-002
3.611031777083369e-007	0.000000e+000	1.219012e+000	1.415088e-002	1.320450e-002
3.686715370833369e-007	0.000000e+000	1.061507e+000	1.400927e-002	1.320466e-002
3.762398964583370e-007	0.000000e+000	9.008182e-001	1.389482e-002	1.320480e-002
3.838082558333371e-007	0.000000e+000	7.369453e-001	1.380753e-002	1.320493e-002
3.913766152083371e-007	0.000000e+000	5.698882e-001	1.374740e-002	1.320504e-002
3.989449745833372e-007	0.000000e+000	3.996469e-001	1.371442e-002	1.320515e-002
4.014766448809557e-007	0.000000e+000	3.427708e-001	1.369570e-002	1.320518e-002
4.040083151785742e-007	0.000000e+000	2.858227e-001	1.367713e-002	1.320521e-002
4.065399854761928e-007	0.000000e+000	2.288024e-001	1.365871e-002	1.320524e-002
4.090716557738114e-007	0.000000e+000	1.717100e-001	1.364045e-002	1.320527e-002
4.116033260714299e-007	0.000000e+000	1.145454e-001	1.362234e-002	1.320530e-002
4.141349963690484e-007	0.000000e+000	5.730878e-002	1.360438e-002	1.320532e-002
4.166666666666670e-007	0.000000e+000	-6.293944e-015	1.358658e-002	1.320534e-002
4.166667666666670e-007	1.000000e-001	-2.261947e-006	1.358658e-002	1.320534e-002
4.166669666666670e-007	3.000000e-001	-6.785840e-006	1.358841e-002	1.320535e-002
4.166673666666669e-007	7.000000e-001	-1.583363e-005	1.359997e-002	1.320535e-002
4.166676666666670e-007	1.000000e+000	-2.261947e-005	1.361420e-002	1.320536e-002
4.166682266666669e-007	1.000000e+000	-3.528637e-005	1.364565e-002	1.320538e-002
4.168553809523765e-007	1.000000e+000	-4.268639e-003	2.404043e-002	1.321094e-002
4.170425352380860e-007	1.000000e+000	-8.501940e-003	3.422875e-002	1.321646e-002
4.172296895237956e-007	1.000000e+000	-1.273519e-002	4.421060e-002	1.322196e-002
4.174168438095051e-007	1.000000e+000	-1.696839e-002	5.398600e-002	1.322742e-002
4.176039980952147e-007	1.000000e+000	-2.120154e-002	6.355494e-002	1.323284e-002
4.177911523809242e-007	1.000000e+000	-2.543464e-002	7.291741e-002	1.323823e-002
4.179783066666338e-007	1.000000e+000	-2.966769e-002	8.207342e-002	1.324358e-002
4.192890266666005e-007	1.000000e+000	-5.931054e-002	1.422109e-001	1.328034e-002
4.209980110416006e-007	1.000000e+000	-9.795122e-002	2.110089e-001	1.332639e-002
4.227069954166006e-007	1.000000e+000	-1.365761e-001	2.690289e-001	1.337008e-002
4.244159797916006e-007	1.000000e+000	-1.751783e-001	3.162871e-001	1.341106e-002
4.261249641666006e-007	1.000000e+000	-2.137515e-001	3.532736e-001	1.344899e-002
4.278339485416006e-007	1.000000e+000	-2.522891e-001	3.803159e-001	1.348347e-002
4.295429329166006e-007	1.000000e+000	-2.907849e-001	3.977284e-001	1.351410e-002
4.312519172916006e-007	1.000000e+000	-3.292324e-001	4.058827e-001	1.354054e-002
