time	V(cap)	V(logic)	V(signal_in)	V(signal_out)
2.202162861004939e-004	-4.449463e+000	1.000000e+000	-4.413807e+000	-4.415712e+000
2.210135719170783e-004	-4.350902e+000	1.000000e+000	-4.312383e+000	-4.314440e+000
2.218108577336626e-004	-4.245127e+000	1.000000e+000	-4.203818e+000	-4.206023e+000
2.226081435502470e-004	-4.132138e+000	1.000000e+000	-4.088113e+000	-4.090462e+000
2.234054293668313e-004	-4.011935e+000	1.000000e+000	-3.965268e+000	-3.967756e+000
2.242027151834157e-004	-3.884519e+000	1.000000e+000	-3.835282e+000	-3.837906e+000
2.250000010000000e-004	-3.749888e+000	1.000000e+000	-3.698155e+000	-3.700912e+000
2.250000011000000e-004	-3.749888e+000	9.000000e-001	-3.698155e+000	-3.700912e+000
2.250000013000000e-004	-3.749888e+000	7.000000e-001	-3.698155e+000	-3.700912e+000
2.250000017000000e-004	-3.749888e+000	3.000000e-001	-3.698155e+000	-3.700912e+000
2.250000020000000e-004	-3.749888e+000	0.000000e+000	-3.698155e+000	-3.700913e+000
2.250000020800000e-004	-3.749888e+000	0.000000e+000	-3.698155e+000	-3.700913e+000
2.250000022400000e-004	-3.749888e+000	0.000000e+000	-3.698155e+000	-3.700914e+000
2.250000025600000e-004	-3.749888e+000	0.000000e+000	-3.698155e+000	-3.700915e+000
2.250000032000000e-004	-3.749888e+000	0.000000e+000	-3.698155e+000	-3.700917e+000
2.250000044800000e-004	-3.749888e+000	0.000000e+000	-3.698155e+000	-3.700921e+000
2.250000070400000e-004	-3.749888e+000	0.000000e+000	-3.698154e+000	-3.700928e+000
2.250000121600000e-004	-3.749888e+000	0.000000e+000	-3.698153e+000	-3.700944e+000
2.250000223999999e-004	-3.749888e+000	0.000000e+000	-3.698152e+000	-3.700976e+000
2.250000428799998e-004	-3.749888e+000	0.000000e+000	-3.698148e+000	-3.701038e+000
2.250000838399997e-004	-3.749888e+000	0.000000e+000	-3.698141e+000	-3.701164e+000
2.250001657599993e-004	-3.749888e+000	0.000000e+000	-3.698126e+000	-3.701413e+000
2.250003295999987e-004	-3.749887e+000	0.000000e+000	-3.698098e+000	-3.701907e+000
2.250006572799974e-004	-3.749887e+000	0.000000e+000	-3.698040e+000	-3.702877e+000
2.250013126399948e-004	-3.749887e+000	0.000000e+000	-3.697925e+000	-3.704743e+000
2.250026233599895e-004	-3.749887e+000	0.000000e+000	-3.697695e+000	-3.708209e+000
2.250104876799581e-004	-3.749887e+000	0.000000e+000	-3.696314e+000	-3.723373e+000
2.250209734399162e-004	-3.749886e+000	0.000000e+000	-3.694472e+000	-3.734621e+000
2.250419449598324e-004	-3.749883e+000	0.000000e+000	-3.690784e+000	-3.744322e+000
2.250838879996648e-004	-3.749871e+000	0.000000e+000	-3.683392e+000	-3.749105e+000
2.251524425073083e-004	-3.749843e+000	0.000000e+000	-3.671276e+000	-3.749710e+000
2.252180754684337e-004	-3.749807e+000	0.000000e+000	-3.659633e+000	-3.749590e+000
2.253077718636701e-004	-3.749753e+000	0.000000e+000	-3.643650e+000	-3.749547e+000
2.254036525378690e-004	-3.749694e+000	0.000000e+000	-3.626476e+000	-3.749476e+000
2.255267094640292e-004	-3.749614e+000	0.000000e+000	-3.604270e+000	-3.749391e+000
2.257610844640291e-004	-3.749452e+000	0.000000e+000	-3.561583e+000	-3.749214e+000
2.259954594640291e-004	-3.749280e+000	0.000000e+000	-3.518428e+000	-3.749029e+000
2.262298344640291e-004	-3.749098e+000	0.000000e+000	-3.474747e+000	-3.748833e+000
2.264642094640291e-004	-3.748904e+000	0.000000e+000	-3.430547e+000	-3.748625e+000
2.266985844640291e-004	-3.748698e+000	0.000000e+000	-3.385835e+000	-3.748406e+000
2.269329594640291e-004	-3.748482e+000	0.000000e+000	-3.340617e+000	-3.748176e+000
2.271673344640291e-004	-3.748254e+000	0.000000e+000	-3.294900e+000	-3.747934e+000
2.274017094640291e-004	-3.748015e+000	0.000000e+000	-3.248691e+000	-3.747682e+000
2.278704594640291e-004	-3.747502e+000	0.000000e+000	-3.154823e+000	-3.747141e+000
2.283392094640290e-004	-3.746945e+000	0.000000e+000	-3.058921e+000	-3.746556e+000
2.288079594640290e-004	-3.746340e+000	0.000000e+000	-2.961339e+000	-3.745922e+000
2.292767094640290e-004	-3.745686e+000	0.000000e+000	-2.862078e+000	-3.745240e+000
2.297454594640290e-004	-3.744984e+000	0.000000e+000	-2.761138e+000	-3.744508e+000
2.302142094640290e-004	-3.744234e+000	0.000000e+000	-2.658519e+000	-3.743728e+000
2.306829594640289e-004	-3.743435e+000	0.000000e+000	-2.554221e+000	-3.742900e+000
2.311517094640289e-004	-3.742588e+000	0.000000e+000	-2.448243e+000	-3.742023e+000
2.320557273211717e-004	-3.740817e+000	0.000000e+000	-2.238856e+000	-3.740191e+000
2.329597451783146e-004	-3.738845e+000	0.000000e+000	-2.025703e+000	-3.738158e+000
2.338637630354574e-004	-3.736673e+000	0.000000e+000	-1.808783e+000	-3.735924e+000
2.347677808926002e-004	-3.734300e+000	0.000000e+000	-1.588098e+000	-3.733489e+000
2.356717987497430e-004	-3.731728e+000	0.000000e+000	-1.363645e+000	-3.730853e+000
2.365758166068858e-004	-3.728955e+000	0.000000e+000	-1.135427e+000	-3.728015e+000
2.374798344640287e-004	-3.725982e+000	0.000000e+000	-9.034421e-001	-3.724977e+000
2.377811737497429e-004	-3.724943e+000	0.000000e+000	-8.260071e-001	-3.723916e+000
2.380825130354572e-004	-3.723880e+000	0.000000e+000	-7.484161e-001	-3.722831e+000
2.383838523211715e-004	-3.722794e+000	0.000000e+000	-6.706691e-001	-3.721723e+000
2.386851916068858e-004	-3.721684e+000	0.000000e+000	-5.927662e-001	-3.720592e+000
2.389865308926000e-004	-3.720552e+000	0.000000e+000	-5.147073e-001	-3.719437e+000
2.392878701783143e-004	-3.719395e+000	0.000000e+000	-4.364925e-001	-3.718259e+000
2.395892094640286e-004	-3.718216e+000	0.000000e+000	-3.581216e-001	-3.717057e+000
2.398235844640286e-004	-3.717283e+000	0.000000e+000	-2.971444e-001	-3.716107e+000
2.400000000000000e-004	-3.716574e+000	0.000000e+000	-2.512216e-001	-3.715385e+000
