time	V(cap)	V(logic)	V(signal_in)	V(signal_out)
1.000000003000000e-004	-3.465668e+000	3.000000e-001	-4.381533e+000	-3.466058e+000
1.000000007000000e-004	-3.465669e+000	7.000000e-001	-4.381533e+000	-3.466077e+000
1.000000010000000e-004	-3.465670e+000	1.000000e+000	-4.381533e+000	-3.466100e+000
1.000000010800000e-004	-3.465671e+000	1.000000e+000	-4.381533e+000	-3.466108e+000
1.000000012400000e-004	-3.465672e+000	1.000000e+000	-4.381533e+000	-3.466123e+000
1.000000015600000e-004	-3.465673e+000	1.000000e+000	-4.381533e+000	-3.466152e+000
1.000000022000000e-004	-3.465676e+000	1.000000e+000	-4.381533e+000	-3.466212e+000
1.000000034800000e-004	-3.465683e+000	1.000000e+000	-4.381533e+000	-3.466331e+000
1.000000111600000e-004	-3.465720e+000	1.000000e+000	-4.381532e+000	-3.467043e+000
1.000000418799998e-004	-3.465872e+000	1.000000e+000	-4.381528e+000	-3.469889e+000
1.000004105199984e-004	-3.467686e+000	1.000000e+000	-4.381482e+000	-3.503461e+000
1.000007791599969e-004	-3.469497e+000	1.000000e+000	-4.381436e+000	-3.536150e+000
1.000011477999954e-004	-3.471306e+000	1.000000e+000	-4.381389e+000	-3.567955e+000
1.000015164399939e-004	-3.473111e+000	1.000000e+000	-4.381343e+000	-3.598877e+000
1.000018850799925e-004	-3.474913e+000	1.000000e+000	-4.381297e+000	-3.628915e+000
1.000022537199910e-004	-3.476713e+000	1.000000e+000	-4.381250e+000	-3.658070e+000
1.000026223599895e-004	-3.478509e+000	1.000000e+000	-4.381204e+000	-3.686342e+000
1.000052437999790e-004	-3.491187e+000	1.000000e+000	-4.380875e+000	-3.867202e+000
1.000104866799581e-004	-3.515894e+000	1.000000e+000	-4.380216e+000	-4.139786e+000
1.000209724399162e-004	-3.562212e+000	1.000000e+000	-4.378896e+000	-4.468827e+000
1.000342558988675e-004	-3.613044e+000	1.000000e+000	-4.377223e+000	-4.619787e+000
1.000506440133944e-004	-3.662534e+000	1.000000e+000	-4.375155e+000	-4.570694e+000
1.000680155042545e-004	-3.702635e+000	1.000000e+000	-4.372961e+000	-4.437541e+000
1.000872650881645e-004	-3.739937e+000	1.000000e+000	-4.370524e+000	-4.342738e+000
1.001110454939238e-004	-3.784352e+000	1.000000e+000	-4.367509e+000	-4.330012e+000
1.001393756198034e-004	-3.836247e+000	1.000000e+000	-4.363907e+000	-4.360086e+000
1.001741062595448e-004	-3.893908e+000	1.000000e+000	-4.359478e+000	-4.370704e+000
1.002213155799007e-004	-3.960329e+000	1.000000e+000	-4.353433e+000	-4.355916e+000
1.002770471491277e-004	-4.024117e+000	1.000000e+000	-4.346260e+000	-4.345976e+000
1.003674198808072e-004	-4.102850e+000	1.000000e+000	-4.334546e+000	-4.337246e+000
1.004856169323794e-004	-4.170769e+000	1.000000e+000	-4.319062e+000	-4.321038e+000
1.006893011952357e-004	-4.231896e+000	1.000000e+000	-4.291993e+000	-4.294108e+000
1.009236761952357e-004	-4.255400e+000	1.000000e+000	-4.260306e+000	-4.262426e+000
1.011580511952357e-004	-4.249084e+000	1.000000e+000	-4.228004e+000	-4.230186e+000
1.013924261952357e-004	-4.227996e+000	1.000000e+000	-4.195069e+000	-4.197292e+000
1.016268011952357e-004	-4.200070e+000	1.000000e+000	-4.161508e+000	-4.163755e+000
1.018611761952357e-004	-4.168809e+000	1.000000e+000	-4.127326e+000	-4.129644e+000
1.020955511952357e-004	-4.135728e+000	1.000000e+000	-4.092526e+000	-4.094850e+000
1.023299261952357e-004	-4.101514e+000	1.000000e+000	-4.057116e+000	-4.059521e+000
1.030330511952358e-004	-3.994278e+000	1.000000e+000	-3.947268e+000	-3.949761e+000
1.045397476238072e-004	-3.741326e+000	1.000000e+000	-3.689484e+000	-3.692238e+000
1.060464440523787e-004	-3.469810e+000	1.000000e+000	-3.413521e+000	-3.416515e+000
1.075531404809501e-004	-3.179733e+000	1.000000e+000	-3.119380e+000	-3.122593e+000
1.090598369095216e-004	-2.871093e+000	1.000000e+000	-2.807061e+000	-2.810470e+000
1.105665333380930e-004	-2.543891e+000	1.000000e+000	-2.476564e+000	-2.480147e+000
1.120732297666645e-004	-2.198126e+000	1.000000e+000	-2.127889e+000	-2.131625e+000
1.135799261952359e-004	-1.833799e+000	1.000000e+000	-1.761036e+000	-1.764902e+000
1.144169797666645e-004	-1.628093e+000	1.000000e+000	-1.554143e+000	-1.558071e+000
1.152540333380931e-004	-1.420286e+000	1.000000e+000	-1.345294e+000	-1.349278e+000
1.160910869095217e-004	-1.210378e+000	1.000000e+000	-1.134490e+000	-1.138521e+000
1.169281404809503e-004	-9.983706e-001	1.000000e+000	-9.217315e-001	-9.258010e-001
1.177651940523789e-004	-7.842626e-001	1.000000e+000	-7.070172e-001	-7.111183e-001
1.186022476238075e-004	-5.680544e-001	1.000000e+000	-4.903478e-001	-4.944727e-001
1.194393011952360e-004	-3.497459e-001	1.000000e+000	-2.717230e-001	-2.758641e-001
1.198076047666646e-004	-2.538133e-001	1.000000e+000	-1.756998e-001	-1.798454e-001
1.201759083380932e-004	-1.578756e-001	1.000000e+000	-7.970031e-002	-8.384890e-002
1.205442119095218e-004	-6.193275e-002	1.000000e+000	1.627552e-002	1.212547e-002
1.209125154809504e-004	3.401527e-002	1.000000e+000	1.122276e-001	1.080777e-001
1.212808190523789e-004	1.299684e-001	1.000000e+000	2.081561e-001	2.040077e-001
1.216491226238075e-004	2.259267e-001	1.000000e+000	3.040608e-001	2.999156e-001
1.220174261952361e-004	3.218902e-001	1.000000e+000	3.999419e-001	3.958013e-001
1.224435083102024e-004	4.327858e-001	1.000000e+000	5.107056e-001	5.065723e-001
1.228695904251686e-004	5.433355e-001	1.000000e+000	6.210854e-001	6.169615e-001
1.232956725401349e-004	6.535393e-001	1.000000e+000	7.310814e-001	7.269688e-001
1.237217546551012e-004	7.633973e-001	1.000000e+000	8.406936e-001	8.365943e-001
1.241478367700675e-004	8.729093e-001	1.000000e+000	9.499219e-001	9.458380e-001
1.245739188850337e-004	9.820754e-001	1.000000e+000	1.058766e+000	1.054700e+000
1.250000010000000e-004	1.090896e+000	1.000000e+000	1.167227e+000	1.163180e+000
1.250000011000000e-004	1.090896e+000	9.000000e-001	1.167227e+000	1.163180e+000
1.250000013000000e-004	1.090896e+000	7.000000e-001	1.167227e+000	1.163180e+000
1.250000017000000e-004	1.090896e+000	3.000000e-001	1.167227e+000	1.163179e+000
1.250000020000000e-004	1.090896e+000	1.077207e-008	1.167227e+000	1.163178e+000
1.250000020800000e-004	1.090896e+000	3.590689e-009	1.167227e+000	1.163177e+000
1.250000022400000e-004	1.090896e+000	0.000000e+000	1.167227e+000	1.163177e+000
1.250000025600000e-004	1.090896e+000	0.000000e+000	1.167228e+000	1.163175e+000
1.250000032000000e-004	1.090896e+000	0.000000e+000	1.167228e+000	1.163172e+000
1.250000044800000e-004	1.090896e+000	0.000000e+000	1.167228e+000	1.163167e+000
1.250000070400000e-004	1.090896e+000	0.000000e+000	1.167229e+000	1.163155e+000
1.250000121600000e-004	1.090896e+000	0.000000e+000	1.167230e+000	1.163132e+000
1.250000223999999e-004	1.090896e+000	0.000000e+000	1.167233e+000	1.163085e+000
1.250000428799998e-004	1.090896e+000	0.000000e+000	1.167238e+000	1.162992e+000
1.250000838399996e-004	1.090896e+000	0.000000e+000	1.167248e+000	1.162807e+000
1.250001657599993e-004	1.090896e+000	0.000000e+000	1.167269e+000	1.162439e+000
1.250003295999987e-004	1.090896e+000	0.000000e+000	1.167310e+000	1.161709e+000
1.250006572799974e-004	1.090896e+000	0.000000e+000	1.167393e+000	1.160277e+000
1.250052447999790e-004	1.090896e+000	0.000000e+000	1.168557e+000	1.143532e+000
1.250104876799581e-004	1.090897e+000	0.000000e+000	1.169886e+000	1.129998e+000
1.250209734399162e-004	1.090898e+000	0.000000e+000	1.172544e+000	1.113382e+000
1.250419449598324e-004	1.090902e+000	0.000000e+000	1.177859e+000	1.098205e+000
1.250685633344319e-004	1.090911e+000	0.000000e+000	1.184603e+000	1.092270e+000
1.251053506291783e-004	1.090927e+000	0.000000e+000	1.193919e+000	1.091118e+000
1.251414160815923e-004	1.090947e+000	0.000000e+000	1.203049e+000	1.091088e+000
1.251930057371660e-004	1.090979e+000	0.000000e+000	1.216101e+000	1.091145e+000
1.252452700647589e-004	1.091013e+000	0.000000e+000	1.229315e+000	1.091185e+000
1.253040759560984e-004	1.091051e+000	0.000000e+000	1.244169e+000	1.091228e+000
1.254216877387775e-004	1.091133e+000	0.000000e+000	1.273830e+000	1.091320e+000
1.256560627387775e-004	1.091307e+000	0.000000e+000	1.332805e+000	1.091513e+000
1.258904377387774e-004	1.091494e+000	0.000000e+000	1.391604e+000	1.091718e+000
1.261248127387774e-004	1.091697e+000	0.000000e+000	1.450195e+000	1.091938e+000
1.263591877387774e-004	1.091913e+000	0.000000e+000	1.508570e+000	1.092173e+000
1.265935627387774e-004	1.092145e+000	0.000000e+000	1.566719e+000	1.092422e+000
1.268279377387774e-004	1.092390e+000	0.000000e+000	1.624634e+000	1.092685e+000
1.270623127387774e-004	1.092650e+000	0.000000e+000	1.682307e+000	1.092961e+000
1.272966877387774e-004	1.092924e+000	0.000000e+000	1.739728e+000	1.093252e+000
1.275310627387774e-004	1.093212e+000	0.000000e+000	1.796889e+000	1.093557e+000
1.279998127387774e-004	1.093828e+000	0.000000e+000	1.910398e+000	1.094206e+000
1.292386520244916e-004	1.095757e+000	0.000000e+000	2.207506e+000	1.096221e+000
1.304774913102058e-004	1.098012e+000	0.000000e+000	2.492578e+000	1.098559e+000
1.317163305959201e-004	1.100594e+000	0.000000e+000	2.765615e+000	1.101218e+000
1.329551698816343e-004	1.103501e+000	0.000000e+000	3.026616e+000	1.104200e+000
1.341940091673485e-004	1.106734e+000	0.000000e+000	3.275580e+000	1.107504e+000
1.354328484530628e-004	1.110294e+000	0.000000e+000	3.512509e+000	1.111131e+000
1.366716877387770e-004	1.114179e+000	0.000000e+000	3.737402e+000	1.115079e+000
1.385757323475231e-004	1.120809e+000	0.000000e+000	4.053190e+000	1.121798e+000
1.404797769562693e-004	1.127773e+000	0.000000e+000	4.323721e+000	1.128837e+000
1.423838215650155e-004	1.135071e+000	0.000000e+000	4.548996e+000	1.136198e+000
1.442878661737616e-004	1.142703e+000	0.000000e+000	4.729014e+000	1.143880e+000
1.461919107825077e-004	1.150670e+000	0.000000e+000	4.863777e+000	1.151883e+000
1.480959553912539e-004	1.158970e+000	0.000000e+000	4.953283e+000	1.160207e+000
1.500000000000000e-004	1.167606e+000	0.000000e+000	4.997533e+000	1.168852e+000
1.500000001000000e-004	1.167606e+000	1.000000e-001	4.997533e+000	1.168852e+000
1.500000003000000e-004	1.167606e+000	3.000000e-001	4.997533e+000	1.168862e+000
1.500000007000000e-004	1.167609e+000	7.000000e-001	4.997533e+000	1.168919e+000
1.500000010000000e-004	1.167613e+000	1.000000e+000	4.997533e+000	1.168989e+000
1.500000010800000e-004	1.167614e+000	1.000000e+000	4.997533e+000	1.169011e+000
1.500000022000000e-004	1.167630e+000	1.000000e+000	4.997533e+000	1.169322e+000
1.500007509999970e-004	1.178638e+000	1.000000e+000	4.997539e+000	1.369978e+000
1.500014997999940e-004	1.189611e+000	1.000000e+000	4.997545e+000	1.560879e+000
1.500022485999910e-004	1.200549e+000	1.000000e+000	4.997551e+000	1.742025e+000
1.500029973999880e-004	1.211452e+000	1.000000e+000	4.997557e+000	1.913417e+000
1.500037461999850e-004	1.222321e+000	1.000000e+000	4.997563e+000	2.075054e+000
1.500044949999821e-004	1.233155e+000	1.000000e+000	4.997570e+000	2.226937e+000
1.500052437999791e-004	1.243954e+000	1.000000e+000	4.997576e+000	2.369065e+000
1.500104866799581e-004	1.318778e+000	1.000000e+000	4.997618e+000	3.221092e+000
1.500179320319402e-004	1.422812e+000	1.000000e+000	4.997677e+000	4.076687e+000
1.500262207066017e-004	1.535263e+000	1.000000e+000	4.997743e+000	4.671753e+000
1.500361395608989e-004	1.664246e+000	1.000000e+000	4.997819e+000	5.055582e+000
1.500478104401219e-004	1.806031e+000	1.000000e+000	4.997909e+000	5.230096e+000
1.500633419812580e-004	1.976926e+000	1.000000e+000	4.998024e+000	5.217252e+000
1.500816211008407e-004	2.156867e+000	1.000000e+000	4.998155e+000	5.085679e+000
1.501011277120686e-004	2.331394e+000	1.000000e+000	4.998290e+000	4.978808e+000
1.501246250994384e-004	2.527073e+000	1.000000e+000	4.998446e+000	4.956734e+000
1.501560383137071e-004	2.770697e+000	1.000000e+000	4.998641e+000	4.992274e+000
1.501895128134231e-004	3.004094e+000	1.000000e+000	4.998835e+000	5.008874e+000
1.502386733714896e-004	3.300853e+000	1.000000e+000	4.999091e+000	4.999976e+000
1.502961577075339e-004	3.588740e+000	1.000000e+000	4.999344e+000	4.997007e+000
1.503889739242215e-004	3.949492e+000	1.000000e+000	4.999651e+000	5.000404e+000
1.505125564494608e-004	4.283216e+000	1.000000e+000	4.999854e+000	4.999811e+000
1.507287292428353e-004	4.635596e+000	1.000000e+000	4.999724e+000	4.999801e+000
1.509567144715879e-004	4.833519e+000	1.000000e+000	4.998965e+000	4.999008e+000
1.511910894715879e-004	4.925559e+000	1.000000e+000	4.997458e+000	4.997555e+000
1.514254644715879e-004	4.965330e+000	1.000000e+000	4.995208e+000	4.995347e+000
1.516598394715879e-004	4.981276e+000	1.000000e+000	4.992213e+000	4.992381e+000
1.518942144715879e-004	4.986375e+000	1.000000e+000	4.988472e+000	4.988721e+000
1.521285894715879e-004	4.986293e+000	1.000000e+000	4.983985e+000	4.984244e+000
1.523629644715879e-004	4.983531e+000	1.000000e+000	4.978755e+000	4.979108e+000
1.525973394715879e-004	4.979170e+000	1.000000e+000	4.972780e+000	4.973139e+000
1.528317144715879e-004	4.973696e+000	1.000000e+000	4.966062e+000	4.966514e+000
1.530660894715878e-004	4.967313e+000	1.000000e+000	4.958603e+000	4.959067e+000
1.535348394715878e-004	4.952151e+000	1.000000e+000	4.941462e+000	4.942035e+000
1.539031430430164e-004	4.938088e+000	1.000000e+000	4.925904e+000	4.926561e+000
1.542714466144449e-004	4.922219e+000	1.000000e+000	4.908547e+000	4.909286e+000
1.546397501858735e-004	4.904542e+000	1.000000e+000	4.889391e+000	4.890210e+000
1.550080537573020e-004	4.885059e+000	1.000000e+000	4.868435e+000	4.869333e+000
1.553763573287306e-004	4.863769e+000	1.000000e+000	4.845680e+000	4.846656e+000
1.557446609001592e-004	4.840673e+000	1.000000e+000	4.821126e+000	4.822178e+000
1.561129644715877e-004	4.815769e+000	1.000000e+000	4.794773e+000	4.795898e+000
1.563473394715877e-004	4.799009e+000	1.000000e+000	4.777094e+000	4.778274e+000
1.577535894715877e-004	4.681104e+000	1.000000e+000	4.653679e+000	4.655150e+000
1.591598394715876e-004	4.540292e+000	1.000000e+000	4.507572e+000	4.509322e+000
1.605660894715875e-004	4.376571e+000	1.000000e+000	4.338772e+000	4.340791e+000
1.619723394715875e-004	4.189941e+000	1.000000e+000	4.147279e+000	4.149555e+000
1.633785894715874e-004	3.980404e+000	1.000000e+000	3.933093e+000	3.935615e+000
1.647848394715874e-004	3.747959e+000	1.000000e+000	3.696214e+000	3.698970e+000
1.661910894715873e-004	3.492605e+000	1.000000e+000	3.436642e+000	3.439622e+000
1.674495054042177e-004	3.247551e+000	1.000000e+000	3.188095e+000	3.191260e+000
1.687079213368481e-004	2.991418e+000	1.000000e+000	2.928757e+000	2.932091e+000
1.699663372694785e-004	2.724208e+000	1.000000e+000	2.658628e+000	2.662116e+000
1.712247532021089e-004	2.445921e+000	1.000000e+000	2.377708e+000	2.381335e+000
1.724831691347393e-004	2.156556e+000	1.000000e+000	2.085997e+000	2.089747e+000
1.737415850673697e-004	1.856113e+000	1.000000e+000	1.783495e+000	1.787353e+000
1.750000010000000e-004	1.544593e+000	1.000000e+000	1.470201e+000	1.474153e+000
1.750000011000000e-004	1.544593e+000	9.000000e-001	1.470201e+000	1.474153e+000
1.750000013000000e-004	1.544593e+000	7.000000e-001	1.470201e+000	1.474154e+000
1.750000017000000e-004	1.544593e+000	3.000000e-001	1.470201e+000	1.474154e+000
1.750000020000000e-004	1.544593e+000	0.000000e+000	1.470201e+000	1.474155e+000
1.750000020800000e-004	1.544593e+000	0.000000e+000	1.470201e+000	1.474156e+000
1.750000022400000e-004	1.544593e+000	0.000000e+000	1.470201e+000	1.474156e+000
1.750000025600000e-004	1.544593e+000	0.000000e+000	1.470201e+000	1.474158e+000
1.750000032000000e-004	1.544593e+000	0.000000e+000	1.470201e+000	1.474161e+000
1.750000044800000e-004	1.544593e+000	0.000000e+000	1.470201e+000	1.474167e+000
1.750000070400000e-004	1.544593e+000	0.000000e+000	1.470200e+000	1.474178e+000
1.750000121600000e-004	1.544593e+000	0.000000e+000	1.470199e+000	1.474200e+000
1.750000223999999e-004	1.544593e+000	0.000000e+000	1.470196e+000	1.474246e+000
1.750000428799998e-004	1.544593e+000	0.000000e+000	1.470191e+000	1.474336e+000
1.750000838399997e-004	1.544593e+000	0.000000e+000	1.470181e+000	1.474516e+000
1.750001657599993e-004	1.544593e+000	0.000000e+000	1.470160e+000	1.474875e+000
1.750003295999987e-004	1.544593e+000	0.000000e+000	1.470119e+000	1.475586e+000
1.750006572799974e-004	1.544593e+000	0.000000e+000	1.470038e+000	1.476981e+000
1.750013126399948e-004	1.544593e+000	0.000000e+000	1.469875e+000	1.479667e+000
1.750052447999791e-004	1.544592e+000	0.000000e+000	1.468894e+000	1.493292e+000
1.750104876799581e-004	1.544592e+000	0.000000e+000	1.467588e+000	1.506477e+000
1.750209734399162e-004	1.544591e+000	0.000000e+000	1.464973e+000	1.522663e+000
1.750419449598324e-004	1.544586e+000	0.000000e+000	1.459744e+000	1.537199e+000
1.750724535576020e-004	1.544577e+000	0.000000e+000	1.452133e+000	1.543491e+000
1.751031559972884e-004	1.544563e+000	0.000000e+000	1.444470e+000	1.544401e+000
1.751382369435173e-004	1.544544e+000	0.000000e+000	1.435710e+000	1.544371e+000
1.751739265671159e-004	1.544522e+000	0.000000e+000	1.426794e+000	1.544334e+000
1.752105511966150e-004	1.544499e+000	0.000000e+000	1.417638e+000	1.544305e+000
1.752503910084804e-004	1.544474e+000	0.000000e+000	1.407671e+000	1.544276e+000
1.753300706322112e-004	1.544420e+000	0.000000e+000	1.387714e+000	1.544216e+000
1.754894298796728e-004	1.544308e+000	0.000000e+000	1.347724e+000	1.544091e+000
1.757238048796728e-004	1.544132e+000	0.000000e+000	1.288759e+000	1.543895e+000
1.759581798796728e-004	1.543941e+000	0.000000e+000	1.229617e+000	1.543686e+000
1.761925548796728e-004	1.543735e+000	0.000000e+000	1.170292e+000	1.543462e+000
1.764269298796728e-004	1.543514e+000	0.000000e+000	1.110793e+000	1.543223e+000
1.766613048796727e-004	1.543279e+000	0.000000e+000	1.051127e+000	1.542970e+000
1.768956798796727e-004	1.543029e+000	0.000000e+000	9.913042e-001	1.542702e+000
1.771300548796727e-004	1.542764e+000	0.000000e+000	9.313333e-001	1.542420e+000
1.773644298796727e-004	1.542484e+000	0.000000e+000	8.712233e-001	1.542123e+000
1.778331798796727e-004	1.541882e+000	0.000000e+000	7.506218e-001	1.541485e+000
1.785363048796727e-004	1.540869e+000	0.000000e+000	5.689012e-001	1.540419e+000
1.788711263082441e-004	1.540341e+000	0.000000e+000	4.820173e-001	1.539866e+000
1.792059477368155e-004	1.539783e+000	0.000000e+000	3.950528e-001	1.539283e+000
1.795407691653869e-004	1.539195e+000	0.000000e+000	3.080077e-001	1.538670e+000
1.798755905939583e-004	1.538578e+000	0.000000e+000	2.208820e-001	1.538028e+000
1.802104120225297e-004	1.537932e+000	0.000000e+000	1.336757e-001	1.537356e+000
1.805452334511012e-004	1.537255e+000	0.000000e+000	4.638881e-002	1.536655e+000
1.808800548796726e-004	1.536550e+000	0.000000e+000	-4.097869e-002	1.535924e+000
1.815162155939583e-004	1.535127e+000	0.000000e+000	-2.072475e-001	1.534454e+000
1.821523763082439e-004	1.533599e+000	0.000000e+000	-3.728349e-001	1.532878e+000
1.827885370225296e-004	1.531966e+000	0.000000e+000	-5.377408e-001	1.531199e+000
1.834246977368153e-004	1.530229e+000	0.000000e+000	-7.019653e-001	1.529415e+000
1.840608584511010e-004	1.528387e+000	0.000000e+000	-8.655083e-001	1.527526e+000
1.846970191653867e-004	1.526440e+000	0.000000e+000	-1.028370e+000	1.525533e+000
1.853331798796724e-004	1.524388e+000	0.000000e+000	-1.190550e+000	1.523436e+000
1.866389834511009e-004	1.519827e+000	0.000000e+000	-1.521764e+000	1.518781e+000
1.879447870225294e-004	1.514878e+000	0.000000e+000	-1.842354e+000	1.513742e+000
1.892505905939580e-004	1.509542e+000	0.000000e+000	-2.152320e+000	1.508318e+000
1.905563941653865e-004	1.503817e+000	0.000000e+000	-2.451663e+000	1.502510e+000
1.918621977368150e-004	1.497705e+000	0.000000e+000	-2.740381e+000	1.496317e+000
1.931680013082435e-004	1.491206e+000	0.000000e+000	-3.018476e+000	1.489740e+000
1.944738048796720e-004	1.484318e+000	0.000000e+000	-3.285946e+000	1.482778e+000
1.952632613254332e-004	1.480004e+000	0.000000e+000	-3.438820e+000	1.478421e+000
1.960527177711943e-004	1.475588e+000	0.000000e+000	-3.585292e+000	1.473965e+000
1.968421742169555e-004	1.471069e+000	0.000000e+000	-3.725364e+000	1.469407e+000
1.976316306627166e-004	1.466448e+000	0.000000e+000	-3.859034e+000	1.464749e+000
1.984210871084777e-004	1.461725e+000	0.000000e+000	-3.986304e+000	1.459991e+000
1.992105435542389e-004	1.456899e+000	0.000000e+000	-4.107172e+000	1.455132e+000
2.000000000000000e-004	1.451970e+000	0.000000e+000	-4.221640e+000	1.450172e+000
2.000000001000000e-004	1.451970e+000	1.000000e-001	-4.221640e+000	1.450172e+000
2.000000003000000e-004	1.451970e+000	3.000000e-001	-4.221640e+000	1.450159e+000
2.000000007000000e-004	1.451965e+000	7.000000e-001	-4.221640e+000	1.450078e+000
2.000000010000000e-004	1.451960e+000	1.000000e+000	-4.221640e+000	1.449978e+000
2.000000010800000e-004	1.451958e+000	1.000000e+000	-4.221640e+000	1.449947e+000
2.000000012400000e-004	1.451955e+000	1.000000e+000	-4.221640e+000	1.449884e+000
2.000000015600000e-004	1.451948e+000	1.000000e+000	-4.221640e+000	1.449758e+000
2.000000022000000e-004	1.451935e+000	1.000000e+000	-4.221640e+000	1.449506e+000
2.000000060400000e-004	1.451855e+000	1.000000e+000	-4.221641e+000	1.447996e+000
2.000003797999985e-004	1.444059e+000	1.000000e+000	-4.221693e+000	1.303384e+000
2.000007535599970e-004	1.436275e+000	1.000000e+000	-4.221745e+000	1.162611e+000
2.000011273199955e-004	1.428503e+000	1.000000e+000	-4.221797e+000	1.025678e+000
2.000015010799940e-004	1.420743e+000	1.000000e+000	-4.221849e+000	8.925835e-001
2.000018748399925e-004	1.412995e+000	1.000000e+000	-4.221901e+000	7.633285e-001
2.000022485999910e-004	1.405260e+000	1.000000e+000	-4.221953e+000	6.379128e-001
2.000026223599895e-004	1.397536e+000	1.000000e+000	-4.222006e+000	5.163364e-001
2.000052437999791e-004	1.343656e+000	1.000000e+000	-4.222372e+000	-2.621604e-001
2.000094124290407e-004	1.258891e+000	1.000000e+000	-4.222954e+000	-1.286054e+000
2.000139487078746e-004	1.168035e+000	1.000000e+000	-4.223588e+000	-2.141799e+000
2.000202319575526e-004	1.044566e+000	1.000000e+000	-4.224464e+000	-2.990409e+000
2.000270630146282e-004	9.134674e-001	1.000000e+000	-4.225416e+000	-3.608884e+000
2.000358857596160e-004	7.491829e-001	1.000000e+000	-4.226646e+000	-4.093108e+000
2.000456429290127e-004	5.752810e-001	1.000000e+000	-4.228004e+000	-4.368680e+000
2.000586259899639e-004	3.586275e-001	1.000000e+000	-4.229811e+000	-4.474195e+000
2.000742743253013e-004	1.189384e-001	1.000000e+000	-4.231985e+000	-4.412879e+000
2.000924453592490e-004	-1.356632e-001	1.000000e+000	-4.234506e+000	-4.278988e+000
2.001111592154413e-004	-3.784407e-001	1.000000e+000	-4.237098e+000	-4.201998e+000
2.001365887295451e-004	-6.874059e-001	1.000000e+000	-4.240614e+000	-4.204183e+000
2.001633090907167e-004	-9.881458e-001	1.000000e+000	-4.244301e+000	-4.238613e+000
2.002000777800390e-004	-1.359299e+000	1.000000e+000	-4.249359e+000	-4.256112e+000
2.002488445853381e-004	-1.787515e+000	1.000000e+000	-4.256043e+000	-4.254002e+000
2.003065486102066e-004	-2.206717e+000	1.000000e+000	-4.263912e+000	-4.259937e+000
2.004054072178923e-004	-2.763829e+000	1.000000e+000	-4.277299e+000	-4.275972e+000
2.005302204845297e-004	-3.261110e+000	1.000000e+000	-4.294029e+000	-4.291816e+000
2.007186650906255e-004	-3.738927e+000	1.000000e+000	-4.318960e+000	-4.316999e+000
2.009033752839103e-004	-4.013249e+000	1.000000e+000	-4.342999e+000	-4.340960e+000
2.011377502839103e-004	-4.200671e+000	1.000000e+000	-4.372918e+000	-4.370902e+000
2.013721252839103e-004	-4.305683e+000	1.000000e+000	-4.402219e+000	-4.400215e+000
2.016065002839103e-004	-4.367966e+000	1.000000e+000	-4.430861e+000	-4.428895e+000
2.018408752839102e-004	-4.411166e+000	1.000000e+000	-4.458842e+000	-4.456933e+000
2.020752502839102e-004	-4.445623e+000	1.000000e+000	-4.486157e+000	-4.484266e+000
2.023096252839102e-004	-4.475883e+000	1.000000e+000	-4.512801e+000	-4.510987e+000
2.025440002839102e-004	-4.503920e+000	1.000000e+000	-4.538772e+000	-4.536969e+000
2.027783752839102e-004	-4.530607e+000	1.000000e+000	-4.564064e+000	-4.562341e+000
2.032471252839102e-004	-4.581218e+000	1.000000e+000	-4.612599e+000	-4.610965e+000
2.042850717124816e-004	-4.683283e+000	1.000000e+000	-4.710675e+000	-4.709245e+000
2.053230181410530e-004	-4.771102e+000	1.000000e+000	-4.794463e+000	-4.793241e+000
2.063609645696243e-004	-4.844674e+000	1.000000e+000	-4.863961e+000	-4.862952e+000
2.073989109981957e-004	-4.904001e+000	1.000000e+000	-4.919171e+000	-4.918378e+000
2.084368574267671e-004	-4.949081e+000	1.000000e+000	-4.960093e+000	-4.959519e+000
2.094748038553385e-004	-4.979914e+000	1.000000e+000	-4.986726e+000	-4.986376e+000
2.105127502839099e-004	-4.996502e+000	1.000000e+000	-4.999070e+000	-4.998949e+000
2.108140895696242e-004	-4.998467e+000	1.000000e+000	-4.999806e+000	-4.999750e+000
2.111154288553385e-004	-4.999199e+000	1.000000e+000	-4.999309e+000	-4.999317e+000
2.114167681410527e-004	-4.998696e+000	1.000000e+000	-4.997577e+000	-4.997651e+000
2.117181074267670e-004	-4.996960e+000	1.000000e+000	-4.994613e+000	-4.994752e+000
2.120194467124813e-004	-4.993989e+000	1.000000e+000	-4.990414e+000	-4.990619e+000
2.123207859981955e-004	-4.989785e+000	1.000000e+000	-4.984983e+000	-4.985252e+000
2.126221252839098e-004	-4.984347e+000	1.000000e+000	-4.978317e+000	-4.978652e+000
2.135931074267669e-004	-4.958092e+000	1.000000e+000	-4.948098e+000	-4.948643e+000
2.145640895696240e-004	-4.919468e+000	1.000000e+000	-4.905560e+000	-4.906313e+000
2.155350717124811e-004	-4.868474e+000	1.000000e+000	-4.850704e+000	-4.851661e+000
2.165060538553382e-004	-4.805112e+000	1.000000e+000	-4.783528e+000	-4.784688e+000
2.174770359981953e-004	-4.729381e+000	1.000000e+000	-4.704034e+000	-4.705394e+000
2.184480181410524e-004	-4.641280e+000	1.000000e+000	-4.612222e+000	-4.613778e+000
2.194190002839095e-004	-4.540811e+000	1.000000e+000	-4.508090e+000	-4.509840e+000
