x-axis,1,2,3
-29.2000E-06,-4.8750000000E+00,-3.4624999762E+00,+2.8619999886E+00
-29.0000E-06,-4.8750000000E+00,-3.4624999762E+00,+2.8619999886E+00
-28.8000E-06,-4.8750000000E+00,-3.4624999762E+00,+2.8932499886E+00
-28.6000E-06,-4.8125000000E+00,-3.4624999762E+00,+2.8619999886E+00
-28.4000E-06,-4.7500000000E+00,-3.3999999762E+00,+2.8619999886E+00
-28.2000E-06,-4.7500000000E+00,-3.3999999762E+00,+2.8619999886E+00
-28.0000E-06,-4.7500000000E+00,-3.3999999762E+00,+2.8932499886E+00
-27.8000E-06,-4.7500000000E+00,-3.3999999762E+00,+2.8619999886E+00
-27.6000E-06,-4.6875000000E+00,-3.3999999762E+00,+2.8932499886E+00
-27.4000E-06,-4.6875000000E+00,-3.3999999762E+00,+2.8619999886E+00
-27.2000E-06,-4.6250000000E+00,-3.3999999762E+00,+2.8619999886E+00
-27.0000E-06,-4.6875000000E+00,-3.3999999762E+00,+2.8619999886E+00
-26.8000E-06,-4.6250000000E+00,-3.3374999762E+00,+2.8932499886E+00
-26.6000E-06,-4.6250000000E+00,-3.3374999762E+00,+2.8619999886E+00
-26.4000E-06,-4.5625000000E+00,-3.3999999762E+00,+2.8932499886E+00
-26.2000E-06,-4.5625000000E+00,-3.3999999762E+00,+643.2499886E-03
-26.0000E-06,-4.4375000000E+00,-3.2749999762E+00,-75.5000114E-03
-25.8000E-06,-4.5000000000E+00,-3.2124999762E+00,-75.5000114E-03
-25.6000E-06,-4.4375000000E+00,-2.8999999762E+00,-75.5000114E-03
-25.4000E-06,-4.3750000000E+00,-2.0874999762E+00,-75.5000114E-03
-25.2000E-06,-4.3750000000E+00,-1.8374999762E+00,-106.7500114E-03
-25.0000E-06,-4.3750000000E+00,-1.8999999762E+00,-106.7500114E-03
-24.8000E-06,-4.3750000000E+00,-1.8999999762E+00,-106.7500114E-03
-24.6000E-06,-4.2500000000E+00,-1.8999999762E+00,-106.7500114E-03
-24.4000E-06,-4.1875000000E+00,-1.8374999762E+00,-75.5000114E-03
-24.2000E-06,-4.2500000000E+00,-1.8374999762E+00,-75.5000114E-03
-24.0000E-06,-4.1875000000E+00,-1.8999999762E+00,-75.5000114E-03
-23.8000E-06,-4.1250000000E+00,-1.9624999762E+00,-75.5000114E-03
-23.6000E-06,-4.1250000000E+00,-1.8374999762E+00,-106.7500114E-03
-23.4000E-06,-4.1250000000E+00,-1.9624999762E+00,-44.2500114E-03
-23.2000E-06,-4.0625000000E+00,-1.8374999762E+00,-75.5000114E-03
-23.0000E-06,-4.0625000000E+00,-1.8999999762E+00,-75.5000114E-03
-22.8000E-06,-3.9375000000E+00,-1.9624999762E+00,-75.5000114E-03
-22.6000E-06,-3.9375000000E+00,-1.8999999762E+00,-75.5000114E-03
-22.4000E-06,-3.8750000000E+00,-1.8999999762E+00,-75.5000114E-03
-22.2000E-06,-3.8750000000E+00,-1.8999999762E+00,-106.7500114E-03
-22.0000E-06,-3.7500000000E+00,-1.8374999762E+00,-106.7500114E-03
-21.8000E-06,-3.8125000000E+00,-1.8999999762E+00,-75.5000114E-03
-21.6000E-06,-3.7500000000E+00,-1.8999999762E+00,-106.7500114E-03
-21.4000E-06,-3.7500000000E+00,-1.8374999762E+00,-75.5000114E-03
-21.2000E-06,-3.6875000000E+00,-1.8999999762E+00,-106.7500114E-03
-21.0000E-06,-3.6250000000E+00,-1.8999999762E+00,-75.5000114E-03
-20.8000E-06,-3.6250000000E+00,-1.9624999762E+00,-106.7500114E-03
-20.6000E-06,-3.5625000000E+00,-1.9624999762E+00,-75.5000114E-03
-20.4000E-06,-3.5000000000E+00,-1.8999999762E+00,-106.7500114E-03
-20.2000E-06,-3.4375000000E+00,-1.8999999762E+00,-75.5000114E-03
-20.0000E-06,-3.4375000000E+00,-1.8374999762E+00,-106.7500114E-03
-19.8000E-06,-3.3750000000E+00,-1.8374999762E+00,-75.5000114E-03
-19.6000E-06,-3.3750000000E+00,-1.8374999762E+00,-75.5000114E-03
-19.4000E-06,-3.3750000000E+00,-1.8374999762E+00,-44.2500114E-03
-19.2000E-06,-3.2500000000E+00,-1.8999999762E+00,-75.5000114E-03
-19.0000E-06,-3.2500000000E+00,-1.8999999762E+00,-106.7500114E-03
-18.8000E-06,-3.1875000000E+00,-1.8374999762E+00,-75.5000114E-03
-18.6000E-06,-3.1250000000E+00,-1.8374999762E+00,-75.5000114E-03
-18.4000E-06,-3.1250000000E+00,-1.8374999762E+00,-106.7500114E-03
-18.2000E-06,-3.0625000000E+00,-1.8999999762E+00,-75.5000114E-03
-18.0000E-06,-3.0000000000E+00,-1.8374999762E+00,-75.5000114E-03
-17.8000E-06,-2.9375000000E+00,-1.8999999762E+00,-106.7500114E-03
-17.6000E-06,-2.9375000000E+00,-1.8374999762E+00,-75.5000114E-03
-17.4000E-06,-2.8750000000E+00,-1.8374999762E+00,-44.2500114E-03
-17.2000E-06,-2.8750000000E+00,-1.8374999762E+00,-44.2500114E-03
-17.0000E-06,-2.8750000000E+00,-1.8374999762E+00,-106.7500114E-03
-16.8000E-06,-2.7500000000E+00,-1.8999999762E+00,-75.5000114E-03
-16.6000E-06,-2.7500000000E+00,-1.8374999762E+00,-75.5000114E-03
-16.4000E-06,-2.6875000000E+00,-1.8999999762E+00,-75.5000114E-03
-16.2000E-06,-2.6250000000E+00,-1.8374999762E+00,-106.7500114E-03
-16.0000E-06,-2.5625000000E+00,-1.8999999762E+00,-75.5000114E-03
-15.8000E-06,-2.5000000000E+00,-1.9624999762E+00,-44.2500114E-03
-15.6000E-06,-2.4375000000E+00,-1.8999999762E+00,-75.5000114E-03
-15.4000E-06,-2.4375000000E+00,-1.8374999762E+00,-75.5000114E-03
-15.2000E-06,-2.4375000000E+00,-1.8999999762E+00,-106.7500114E-03
-15.0000E-06,-2.3125000000E+00,-1.8374999762E+00,-75.5000114E-03
-14.8000E-06,-2.1875000000E+00,-1.8999999762E+00,-75.5000114E-03
-14.6000E-06,-2.2500000000E+00,-1.8374999762E+00,-106.7500114E-03
-14.4000E-06,-2.1875000000E+00,-1.8999999762E+00,-106.7500114E-03
-14.2000E-06,-2.1250000000E+00,-1.8374999762E+00,-75.5000114E-03
-14.0000E-06,-2.0625000000E+00,-1.8374999762E+00,-106.7500114E-03
-13.8000E-06,-2.0625000000E+00,-1.8999999762E+00,-75.5000114E-03
-13.6000E-06,-2.0000000000E+00,-1.8374999762E+00,-75.5000114E-03
-13.4000E-06,-2.0000000000E+00,-1.8999999762E+00,-75.5000114E-03
-13.2000E-06,-1.8125000000E+00,-1.8374999762E+00,-75.5000114E-03
-13.0000E-06,-1.8125000000E+00,-1.8374999762E+00,-75.5000114E-03
-12.8000E-06,-1.8125000000E+00,-1.8374999762E+00,-75.5000114E-03
-12.6000E-06,-1.7500000000E+00,-1.9624999762E+00,-106.7500114E-03
-12.4000E-06,-1.6875000000E+00,-1.8374999762E+00,-106.7500114E-03
-12.2000E-06,-1.6875000000E+00,-1.8374999762E+00,-75.5000114E-03
-12.0000E-06,-1.5625000000E+00,-1.8374999762E+00,-75.5000114E-03
-11.8000E-06,-1.5625000000E+00,-1.8374999762E+00,-106.7500114E-03
-11.6000E-06,-1.5625000000E+00,-1.8374999762E+00,-75.5000114E-03
-11.4000E-06,-1.4375000000E+00,-1.8374999762E+00,-44.2500114E-03
-11.2000E-06,-1.4375000000E+00,-1.8374999762E+00,-44.2500114E-03
-11.0000E-06,-1.3125000000E+00,-1.8374999762E+00,-75.5000114E-03
-10.8000E-06,-1.3125000000E+00,-1.8374999762E+00,-75.5000114E-03
-10.6000E-06,-1.2500000000E+00,-1.8999999762E+00,-75.5000114E-03
-10.4000E-06,-1.1875000000E+00,-1.8374999762E+00,-75.5000114E-03
-10.2000E-06,-1.1250000000E+00,-1.8999999762E+00,-106.7500114E-03
-10.0000E-06,-1.0625000000E+00,-1.8374999762E+00,-106.7500114E-03
-9.8000E-06,-1.0625000000E+00,-1.8999999762E+00,-75.5000114E-03
-9.6000E-06,-1.0000000000E+00,-1.9624999762E+00,-44.2500114E-03
-9.4000E-06,-937.5000000E-03,-1.8374999762E+00,-75.5000114E-03
-9.2000E-06,-875.0000000E-03,-1.8374999762E+00,-106.7500114E-03
-9.0000E-06,-812.5000000E-03,-1.8999999762E+00,-75.5000114E-03
-8.8000E-06,-812.5000000E-03,-1.8999999762E+00,-44.2500114E-03
-8.6000E-06,-687.5000000E-03,-1.8999999762E+00,-75.5000114E-03
-8.4000E-06,-625.0000000E-03,-1.8374999762E+00,-75.5000114E-03
-8.2000E-06,-625.0000000E-03,-1.8374999762E+00,-44.2500114E-03
-8.0000E-06,-562.5000000E-03,-1.8374999762E+00,-106.7500114E-03
-7.8000E-06,-500.0000000E-03,-1.8374999762E+00,-106.7500114E-03
-7.6000E-06,-437.5000000E-03,-1.8374999762E+00,-106.7500114E-03
-7.4000E-06,-375.0000000E-03,-1.8374999762E+00,-75.5000114E-03
-7.2000E-06,-375.0000000E-03,-1.8999999762E+00,-106.7500114E-03
-7.0000E-06,-312.5000000E-03,-1.8374999762E+00,-106.7500114E-03
-6.8000E-06,-250.0000000E-03,-1.8374999762E+00,-75.5000114E-03
-6.6000E-06,-187.5000000E-03,-1.8374999762E+00,-75.5000114E-03
-6.4000E-06,-187.5000000E-03,-1.8374999762E+00,-106.7500114E-03
-6.2000E-06,-125.0000000E-03,-1.8374999762E+00,-106.7500114E-03
-6.0000E-06,-62.5000000E-03,-1.8374999762E+00,-75.5000114E-03
-5.8000E-06,+0.0E+00,-1.8374999762E+00,-75.5000114E-03
-5.6000E-06,+62.5000000E-03,-1.8374999762E+00,-75.5000114E-03
-5.4000E-06,+125.0000000E-03,-1.8374999762E+00,-106.7500114E-03
-5.2000E-06,+187.5000000E-03,-1.8374999762E+00,-106.7500114E-03
-5.0000E-06,+187.5000000E-03,-1.8999999762E+00,-75.5000114E-03
-4.8000E-06,+250.0000000E-03,-1.8374999762E+00,-106.7500114E-03
-4.6000E-06,+250.0000000E-03,-1.8999999762E+00,-75.5000114E-03
-4.4000E-06,+375.0000000E-03,-1.8374999762E+00,-75.5000114E-03
-4.2000E-06,+375.0000000E-03,-1.8374999762E+00,-75.5000114E-03
-4.0000E-06,+500.0000000E-03,-1.8374999762E+00,-75.5000114E-03
-3.8000E-06,+437.5000000E-03,-1.8374999762E+00,-44.2500114E-03
-3.6000E-06,+562.5000000E-03,-1.8374999762E+00,-106.7500114E-03
-3.4000E-06,+562.5000000E-03,-1.8374999762E+00,-106.7500114E-03
-3.2000E-06,+625.0000000E-03,-1.8374999762E+00,-75.5000114E-03
-3.0000E-06,+750.0000000E-03,-1.8374999762E+00,-75.5000114E-03
-2.8000E-06,+750.0000000E-03,-1.8374999762E+00,-106.7500114E-03
-2.6000E-06,+750.0000000E-03,-1.8999999762E+00,-75.5000114E-03
-2.4000E-06,+875.0000000E-03,-1.8374999762E+00,-106.7500114E-03
-2.2000E-06,+875.0000000E-03,-1.8374999762E+00,-75.5000114E-03
-2.0000E-06,+875.0000000E-03,-1.8999999762E+00,-75.5000114E-03
-1.8000E-06,+1.0000000000E+00,-1.8999999762E+00,-106.7500114E-03
-1.6000E-06,+1.0000000000E+00,-1.8999999762E+00,-75.5000114E-03
-1.4000E-06,+1.1250000000E+00,-1.8374999762E+00,-75.5000114E-03
-1.2000E-06,+1.1250000000E+00,-1.9624999762E+00,-106.7500114E-03
-1.0000E-06,+1.1875000000E+00,-1.7749999762E+00,+2.8307499886E+00
-800.0E-09,+1.3125000000E+00,-1.7124999762E+00,+2.8932499886E+00
-600.0E-09,+1.2500000000E+00,-1.9624999762E+00,+2.8619999886E+00
-400.0E-09,+1.4375000000E+00,-837.4999762E-03,+2.8619999886E+00
-200.0E-09,+1.3750000000E+00,+600.0000238E-03,+2.8619999886E+00
+0.0E+00,+1.4375000000E+00,+912.5000238E-03,+2.8307499886E+00
+200.0E-09,+1.5000000000E+00,+850.0000238E-03,+2.8619999886E+00
+400.0E-09,+1.5625000000E+00,+1.0375000238E+00,+2.8932499886E+00
+600.0E-09,+1.5625000000E+00,+1.0375000238E+00,+2.8619999886E+00
+800.0E-09,+1.6250000000E+00,+1.1000000238E+00,+2.8619999886E+00
+1.0000E-06,+1.6250000000E+00,+1.1000000238E+00,+2.8619999886E+00
+1.2000E-06,+1.7500000000E+00,+1.1625000238E+00,+2.8619999886E+00
+1.4000E-06,+1.7500000000E+00,+1.2250000238E+00,+2.8932499886E+00
+1.6000E-06,+1.7500000000E+00,+1.2250000238E+00,+2.8619999886E+00
+1.8000E-06,+1.8125000000E+00,+1.3500000238E+00,+2.8932499886E+00
+2.0000E-06,+1.8750000000E+00,+1.2875000238E+00,+2.8619999886E+00
+2.2000E-06,+2.0000000000E+00,+1.3500000238E+00,+2.8932499886E+00
+2.4000E-06,+1.9375000000E+00,+1.2875000238E+00,+2.8619999886E+00
+2.6000E-06,+2.0000000000E+00,+1.4125000238E+00,+2.9244999886E+00
+2.8000E-06,+2.0000000000E+00,+1.5375000238E+00,+2.8619999886E+00
+3.0000E-06,+2.1250000000E+00,+1.4125000238E+00,+2.8619999886E+00
+3.2000E-06,+2.1250000000E+00,+1.5375000238E+00,+2.8932499886E+00
+3.4000E-06,+2.1875000000E+00,+1.6625000238E+00,+2.8619999886E+00
+3.6000E-06,+2.1875000000E+00,+1.6000000238E+00,+2.8932499886E+00
+3.8000E-06,+2.3125000000E+00,+1.6000000238E+00,+2.8619999886E+00
+4.0000E-06,+2.3125000000E+00,+1.6000000238E+00,+2.8619999886E+00
+4.2000E-06,+2.3125000000E+00,+1.7875000238E+00,+2.8619999886E+00
+4.4000E-06,+2.3750000000E+00,+1.7875000238E+00,+2.8932499886E+00
+4.6000E-06,+2.5000000000E+00,+1.7875000238E+00,+2.8619999886E+00
+4.8000E-06,+2.5000000000E+00,+1.8500000238E+00,+2.8619999886E+00
+5.0000E-06,+2.5000000000E+00,+1.9125000238E+00,+2.8932499886E+00
+5.2000E-06,+2.6250000000E+00,+1.9125000238E+00,+2.8619999886E+00
+5.4000E-06,+2.5625000000E+00,+1.9125000238E+00,+2.8932499886E+00
+5.6000E-06,+2.6250000000E+00,+2.0375000238E+00,+2.8932499886E+00
+5.8000E-06,+2.6875000000E+00,+2.0375000238E+00,+2.8932499886E+00
+6.0000E-06,+2.6875000000E+00,+2.0375000238E+00,+2.8619999886E+00
+6.2000E-06,+2.7500000000E+00,+2.0375000238E+00,+2.8619999886E+00
+6.4000E-06,+2.8125000000E+00,+2.1625000238E+00,+2.8619999886E+00
+6.6000E-06,+2.8750000000E+00,+2.2250000238E+00,+2.8619999886E+00
+6.8000E-06,+2.8750000000E+00,+2.3500000238E+00,+2.8932499886E+00
+7.0000E-06,+2.8750000000E+00,+2.2875000238E+00,+2.8619999886E+00
+7.2000E-06,+2.9375000000E+00,+2.3500000238E+00,+2.8932499886E+00
+7.4000E-06,+2.9375000000E+00,+2.3500000238E+00,+2.8307499886E+00
+7.6000E-06,+3.0625000000E+00,+2.4125000238E+00,+2.8619999886E+00
+7.8000E-06,+3.0625000000E+00,+2.4750000238E+00,+2.8932499886E+00
+8.0000E-06,+3.1250000000E+00,+2.4750000238E+00,+2.8619999886E+00
+8.2000E-06,+3.1250000000E+00,+2.4750000238E+00,+2.8307499886E+00
+8.4000E-06,+3.1875000000E+00,+2.6000000238E+00,+2.8619999886E+00
+8.6000E-06,+3.2500000000E+00,+2.6000000238E+00,+2.8619999886E+00
+8.8000E-06,+3.1875000000E+00,+2.6000000238E+00,+2.8619999886E+00
+9.0000E-06,+3.3125000000E+00,+2.6625000238E+00,+2.8619999886E+00
+9.2000E-06,+3.3125000000E+00,+2.6000000238E+00,+2.8932499886E+00
+9.4000E-06,+3.3750000000E+00,+2.7875000238E+00,+2.8619999886E+00
+9.6000E-06,+3.3750000000E+00,+2.7250000238E+00,+2.8932499886E+00
+9.8000E-06,+3.4375000000E+00,+2.7875000238E+00,+2.8932499886E+00
+10.0000E-06,+3.4375000000E+00,+2.7875000238E+00,+2.8619999886E+00
+10.2000E-06,+3.5625000000E+00,+2.8500000238E+00,+2.8932499886E+00
+10.4000E-06,+3.5000000000E+00,+2.9750000238E+00,+2.8619999886E+00
+10.6000E-06,+3.5625000000E+00,+2.9125000238E+00,+2.8932499886E+00
+10.8000E-06,+3.6250000000E+00,+2.9125000238E+00,+2.8619999886E+00
+11.0000E-06,+3.5625000000E+00,+2.9750000238E+00,+2.8619999886E+00
+11.2000E-06,+3.6250000000E+00,+2.9750000238E+00,+2.8932499886E+00
+11.4000E-06,+3.7500000000E+00,+3.0375000238E+00,+2.8619999886E+00
